CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/01/2016,12:23,,,40.621216,-73.93539,"(40.621216, -73.93539)",,,FLATBUSH AVENUE                         ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3415603,4 dr sedan,4 dr sedan,,,
04/01/2016,23:18,BRONX,10460,40.8374,-73.88775,"(40.8374, -73.88775)",,,1769      SOUTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3411589,4 dr sedan,4 dr sedan,4 dr sedan,,
04/01/2016,11:21,QUEENS,11436,40.66829,-73.796,"(40.66829, -73.796)",,,144-02    135 AVENUE                    ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3428367,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,9:07,MANHATTAN,10023,40.77574,-73.98086,"(40.77574, -73.98086)",,,116       WEST 69 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3409187,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,6:45,QUEENS,11414,40.66355,-73.84097,"(40.66355, -73.84097)",,,156-40    CROSS BAY BOULEVARD           ,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3424569,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,14:55,,,40.823914,-73.87644,"(40.823914, -73.87644)",Bruckner Expy                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3411886,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,16:00,,,40.79382,-73.94512,"(40.79382, -73.94512)",Lexington Ave                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3408699,Station Wagon/Sport Utility Vehicle,Taxi,,,
04/01/2016,22:18,BRONX,10463,40.868774,-73.907326,"(40.868774, -73.907326)",,,2580      HEATH AVENUE                  ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3414267,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,9:00,BROOKLYN,11206,40.70483,-73.93391,"(40.70483, -73.93391)",,,260       MOORE STREET                  ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3421391,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,22:55,QUEENS,11354,40.76198,-73.829346,"(40.76198, -73.829346)",,,136-65    37 AVENUE                     ,0,0,0,0,0,0,0,0,Unsafe Speed,Passing or Lane Usage Improper,,,,3426340,2 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,15:05,MANHATTAN,10065,40.76552,-73.9721,"(40.76552, -73.9721)",E 61st St                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3408701,4 dr sedan,Box Truck,,,
04/01/2016,18:00,,,40.59219,-73.97492,"(40.59219, -73.97492)",,,LAKE STREET                             ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3414904,4 dr sedan,TRUCK,,,
04/01/2016,18:00,BROOKLYN,11220,40.639137,-74.02177,"(40.639137, -74.02177)",Gowanus Expy                    ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3418059,Pick-up Truck,4 dr sedan,,,
04/01/2016,17:30,BROOKLYN,11238,40.68164,-73.95807,"(40.68164, -73.95807)",,,1091      FULTON STREET                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3420089,4 dr sedan,4 dr sedan,,,
04/01/2016,15:50,,,40.787926,-73.79026,"(40.787926, -73.79026)",Cross Island Pkwy               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3426330,4 dr sedan,4 dr sedan,,,
04/01/2016,17:00,BRONX,10468,40.860672,-73.903656,"(40.860672, -73.903656)",,,2368      DAVIDSON AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3414265,Bus,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,16:10,QUEENS,11417,40.680798,-73.84511,"(40.680798, -73.84511)",,,94-05     ROCKAWAY BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3424580,freig,4 dr sedan,,,
04/01/2016,5:50,QUEENS,11358,40.76694,-73.795555,"(40.76694, -73.795555)",,,33-34     170 STREET                    ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3426325,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,13:00,,,40.84481,-73.92579,"(40.84481, -73.92579)",Cross Bronx Expy                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3412904,4 dr sedan,Taxi,,,
04/01/2016,15:20,BROOKLYN,11210,40.627193,-73.94295,"(40.627193, -73.94295)",,,3402      AVENUE J                      ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,3415615,4 dr sedan,4 dr sedan,4 dr sedan,4 dr sedan,
04/01/2016,16:00,,,40.83247,-73.838,"(40.83247, -73.838)",Hutchinson River Pkwy           ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3412596,Station Wagon/Sport Utility Vehicle,4 dr sedan,4 dr sedan,,
04/01/2016,16:30,MANHATTAN,10019,40.763542,-73.98713,"(40.763542, -73.98713)",,,353       WEST 51 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408231,4 dr sedan,4 dr sedan,,,
04/01/2016,13:58,MANHATTAN,10016,40.748177,-73.98474,"(40.748177, -73.98474)",,,347       5 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3407307,Sedan,Sedan,,,
04/01/2016,14:15,MANHATTAN,10021,40.767155,-73.95352,"(40.767155, -73.95352)",,,1360      YORK AVENUE                   ,0,0,0,0,0,0,0,0,Passenger Distraction,Alcohol Involvement,,,,3408698,4 dr sedan,Bus,,,
04/01/2016,10:15,MANHATTAN,10018,40.754837,-73.98782,"(40.754837, -73.98782)",,,561       7 AVENUE                      ,2,0,0,0,0,0,2,0,Eating or Drinking,,,,,3407305,Taxi,,,,
04/01/2016,12:40,,,40.709625,-74.00143,"(40.709625, -74.00143)",BROOKLYN BRIDGE                 ,PARK ROW,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3405719,Taxi,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,0:10,,,40.79465,-73.971794,"(40.79465, -73.971794)",,,WEST 96 STREET                          ,1,0,1,0,0,0,0,0,Unspecified,,,,,4022118,Bike,,,,
04/01/2016,17:00,,,40.76663,-73.88903,"(40.76663, -73.88903)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3429381,Sedan,Sedan,,,
04/01/2016,14:40,BROOKLYN,11214,40.595097,-74.00092,"(40.595097, -74.00092)",,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3415266,4 dr sedan,4 dr sedan,,,
04/01/2016,8:30,,,40.686417,-73.84013,"(40.686417, -73.84013)",103rd St                        ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3424570,4 dr sedan,Bus,,,
04/01/2016,14:30,MANHATTAN,10007,40.711994,-74.00811,"(40.711994, -74.00811)",BROADWAY                        ,BARCLAY STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3405348,Taxi,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,17:15,,,40.83176,-73.93543,"(40.83176, -73.93543)",Harlem River Dr W               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3410364,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,15:40,BROOKLYN,11213,40.66925,-73.93944,"(40.66925, -73.93944)",EASTERN PARKWAY                 ,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3419528,Refrigerated Van,4 dr sedan,,,
04/01/2016,16:30,,,40.854454,-73.919,"(40.854454, -73.919)",Major Deegan Expy               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3414264,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,11:58,BROOKLYN,11230,40.62612,-73.95649,"(40.62612, -73.95649)",,,1490      OCEAN AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3417382,4 dr sedan,Pick-up Truck,,,
04/01/2016,17:55,MANHATTAN,10019,40.76729,-73.98008,"(40.76729, -73.98008)",,,240       CENTRAL PARK SOUTH            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408241,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,14:45,,,40.607338,-73.96189,"(40.607338, -73.96189)",,,KINGS HIGHWAY                           ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3414893,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,9:00,QUEENS,11421,40.689262,-73.847374,"(40.689262, -73.847374)",,,91-55     96 STREET                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3422329,4 dr sedan,4 dr sedan,,,
04/01/2016,18:40,,,40.852386,-73.90369,"(40.852386, -73.90369)",EAST BURNSIDE AVENUE            ,GRAND CONCOURSE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3412907,4 dr sedan,,,,
04/01/2016,13:30,,,40.86226,-73.89589,"(40.86226, -73.89589)",,,VALENTINE AVENUE                        ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3414268,4 dr sedan,4 dr sedan,,,
04/01/2016,16:40,BROOKLYN,11236,40.631874,-73.909225,"(40.631874, -73.909225)",,,1119      EAST 80 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3417093,Box Truck,4 dr sedan,,,
04/01/2016,17:53,MANHATTAN,10018,40.758915,-73.9997,"(40.758915, -73.9997)",11 AVENUE                       ,WEST 39 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3406609,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,19:00,BROOKLYN,11224,40.574814,-73.98986,"(40.574814, -73.98986)",,,2964      WEST 23 STREET                ,1,0,1,0,0,0,0,0,Unspecified,,,,,3414584,4 dr sedan,,,,
04/01/2016,18:00,QUEENS,11385,40.70254,-73.85489,"(40.70254, -73.85489)",,,90-12     MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3423298,Pick-up Truck,4 dr sedan,,,
04/01/2016,15:00,MANHATTAN,10030,40.818882,-73.9424,"(40.818882, -73.9424)",,,228       WEST 140 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3410373,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,22:00,QUEENS,11369,40.75908,-73.86489,"(40.75908, -73.86489)",,,32-26     104 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3429382,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/01/2016,17:55,BRONX,10460,40.83759,-73.86626,"(40.83759, -73.86626)",,,1820      ARCHER STREET                 ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3411884,PK,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,9:55,,,40.881687,-73.90283,"(40.881687, -73.90283)",,,BROADWAY                                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3414021,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,8:28,,,40.778812,-73.95609,"(40.778812, -73.95609)",,,EAST 85 STREET                          ,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3408691,Station Wagon/Sport Utility Vehicle,Flat Bed,,,
04/01/2016,15:45,MANHATTAN,10010,40.738796,-73.97716,"(40.738796, -73.97716)",EAST 26 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Traffic Control Disregarded,,,,3406945,4 dr sedan,Ambulance,,,
04/01/2016,19:15,MANHATTAN,10021,40.7685,-73.95768,"(40.7685, -73.95768)",,,320       EAST 72 STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3408725,4 dr sedan,4 dr sedan,,,
04/01/2016,11:35,MANHATTAN,10011,40.74589,-73.99994,"(40.74589, -73.99994)",,,350       WEST 23 STREET                ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3406582,4 dr sedan,2 dr sedan,,,
04/01/2016,22:30,STATEN ISLAND,10308,40.564327,-74.14832,"(40.564327, -74.14832)",,,215       TANGLEWOOD DRIVE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3430559,Pick-up Truck,,,,
04/01/2016,19:45,QUEENS,11374,40.729317,-73.86015,"(40.729317, -73.86015)",,,97-000    QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3427954,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,20:12,STATEN ISLAND,10304,40.62424,-74.080696,"(40.62424, -74.080696)",,,170       BROAD STREET                  ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3429720,4 dr sedan,,,,
04/01/2016,23:40,QUEENS,11378,40.717216,-73.90476,"(40.717216, -73.90476)",,,59-33     60 PLACE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3423303,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,23:00,MANHATTAN,10012,40.721188,-73.99371,"(40.721188, -73.99371)",,,196       BOWERY                        ,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,3405725,2 dr sedan,Taxi,,,
04/01/2016,18:44,MANHATTAN,10030,40.818707,-73.93812,"(40.818707, -73.93812)",,,102       WEST 142 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3410365,4 dr sedan,4 dr sedan,,,
04/01/2016,21:45,QUEENS,11420,40.68013,-73.82114,"(40.68013, -73.82114)",LINDEN BOULEVARD                ,120 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,,,3424585,4 dr sedan,,,,
04/01/2016,11:30,QUEENS,11421,40.692196,-73.857086,"(40.692196, -73.857086)",,,87-16     87 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3422354,Sedan,,,,
04/01/2016,7:35,BROOKLYN,11236,40.644745,-73.91099,"(40.644745, -73.91099)",,,971       REMSEN AVENUE                 ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3417092,Bus,,,,
04/01/2016,10:00,BROOKLYN,11206,40.7086,-73.93786,"(40.7086, -73.93786)",,,259       MESEROLE STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3421386,4 dr sedan,LIFT,,,
04/01/2016,0:30,BROOKLYN,11212,40.65924,-73.923035,"(40.65924, -73.923035)",,,1055      CLARKSON AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3416318,4 dr sedan,,,,
04/01/2016,4:20,QUEENS,11432,40.711372,-73.80629,"(40.711372, -73.80629)",,,85-25     PARSONS BOULEVARD             ,2,0,0,0,0,0,2,0,Unspecified,,,,,3425092,4 dr sedan,,,,
04/01/2016,15:05,QUEENS,11369,40.761017,-73.869,"(40.761017, -73.869)",,,100-02    31 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3429379,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Bus,,
04/01/2016,14:00,,,40.733536,-73.87035,"(40.733536, -73.87035)",,,WOODHAVEN BOULEVARD                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3427007,Flat Bed,4 dr sedan,,,
04/01/2016,8:25,,,40.608433,-74.15544,"(40.608433, -74.15544)",,,VICTORY BOULEVARD                       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3430096,2 dr sedan,4 dr sedan,,,
04/01/2016,22:30,BROOKLYN,11207,40.668304,-73.89691,"(40.668304, -73.89691)",,,340       GEORGIA AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3418982,4 dr sedan,,,,
04/01/2016,18:00,BROOKLYN,11215,40.676582,-73.983,"(40.676582, -73.983)",,,586       PRESIDENT STREET              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3419802,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,23:50,MANHATTAN,10029,40.7952,-73.94623,"(40.7952, -73.94623)",PARK AVENUE                     ,EAST 110 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3409456,Bike,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,6:30,,,40.710117,-73.81894,"(40.710117, -73.81894)",,,MAIN STREET                             ,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,Unspecified,3425094,4 dr sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,2 dr sedan
04/01/2016,9:09,BRONX,10469,40.864002,-73.834045,"(40.864002, -73.834045)",,,1806      EAST GUN HILL ROAD            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444702,PK,PK,,,
04/01/2016,15:46,BRONX,10452,40.82825,-73.92348,"(40.82825, -73.92348)",,,923       WALTON AVENUE                 ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3412270,Bus,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,20:30,QUEENS,11436,40.675747,-73.79157,"(40.675747, -73.79157)",147 STREET                      ,123 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3428372,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
04/01/2016,13:10,BROOKLYN,11212,40.659336,-73.90907,"(40.659336, -73.90907)",CHESTER STREET                  ,NEWPORT STREET,,0,0,0,0,0,0,0,0,80,Unspecified,,,,3418378,4 dr sedan,Box Truck,,,
04/01/2016,0:50,,,40.739998,-73.94761,"(40.739998, -73.94761)",,,BORDEN AVENUE                           ,1,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3425665,,,,,
04/01/2016,7:30,MANHATTAN,10039,40.827633,-73.93577,"(40.827633, -73.93577)",WEST 154 STREET                 ,MACOMBS PLACE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3448700,Bus,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,16:10,BROOKLYN,11235,40.587055,-73.96608,"(40.587055, -73.96608)",,,2580      OCEAN PARKWAY                 ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4022140,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4 dr sedan,Station Wagon/Sport Utility Vehicle,
04/01/2016,18:15,QUEENS,11385,40.692726,-73.8949,"(40.692726, -73.8949)",,,80-83     CYPRESS AVENUE                ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3423302,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,3:45,QUEENS,11421,40.69125,-73.85087,"(40.69125, -73.85087)",WOODHAVEN BOULEVARD             ,89 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3422326,Sedan,Taxi,,,
04/01/2016,10:04,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3427446,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,16:25,QUEENS,11694,40.586067,-73.82263,"(40.586067, -73.82263)",,,100-00    BEACH CHANNEL DRIVE           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3421978,4 dr sedan,,,,
04/01/2016,14:30,,,40.683792,-73.84767,"(40.683792, -73.84767)",,,101 AVENUE                              ,1,0,1,0,0,0,0,0,Unspecified,,,,,3422330,4 dr sedan,,,,
