CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/01/2016,15:43,MANHATTAN,10028,40.779373,-73.95528,"(40.779373, -73.95528)",E 86th St                       ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3408702,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,15:20,,,40.737545,-73.85039,"(40.737545, -73.85039)",Ramp                            ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3427953,4 dr sedan,Box Truck,,,
04/01/2016,15:45,,,40.628635,-74.139404,"(40.628635, -74.139404)",,,54        BEEKMAN STREET                ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3430103,Pick-up Truck,4 dr sedan,,,
04/01/2016,21:30,,,40.774372,-73.92354,"(40.774372, -73.92354)",21-88 Hoyt Ave S                ,21 street,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3428910,4 dr sedan,4 dr sedan,,,
04/01/2016,11:30,MANHATTAN,10021,40.77089,-73.95921,"(40.77089, -73.95921)",,,207       EAST 74 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408695,Motorcycle,4 dr sedan,,,
04/01/2016,22:10,BROOKLYN,11206,40.701283,-73.94286,"(40.701283, -73.94286)",,,716       BROADWAY                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3421392,4 dr sedan,,,,
04/01/2016,18:00,QUEENS,11420,40.678837,-73.827194,"(40.678837, -73.827194)",112 STREET                      ,109 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3424582,Sedan,Sedan,,,
04/01/2016,21:00,BROOKLYN,11222,40.726177,-73.95218,"(40.726177, -73.95218)",,,729       MANHATTAN AVENUE              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3421759,Pick-up Truck,4 dr sedan,,,
04/01/2016,8:40,BROOKLYN,11206,40.71082,-73.94472,"(40.71082, -73.94472)",,,147       MAUJER STREET                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3421389,4 dr sedan,,,,
04/01/2016,18:20,,,40.785244,-73.953514,"(40.785244, -73.953514)",,,EAST 94 STREET                          ,0,0,0,0,0,0,0,0,Unspecified,,,,,3408706,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,0:00,MANHATTAN,10035,40.78905,-73.92723,"(40.78905, -73.92723)",,,600       EAST 125 STREET               ,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3409934,4 dr sedan,,,,
04/01/2016,11:00,QUEENS,11434,40.676548,-73.76838,"(40.676548, -73.76838)",BEDELL STREET                   ,133 AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3428366,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/01/2016,13:00,,,40.68777,-73.98701,"(40.68777, -73.98701)",,,ATLANTIC AVENUE                         ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,3420786,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,16:00,,,40.631157,-74.14692,"(40.631157, -74.14692)",,,WALKER STREET                           ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3430100,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,17:30,BROOKLYN,11226,40.639874,-73.96512,"(40.639874, -73.96512)",,,403       RUGBY ROAD                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3417387,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,15:30,,,40.848392,-73.937675,"(40.848392, -73.937675)",,,BROADWAY                                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3410575,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,8:22,,,40.642048,-74.07533,"(40.642048, -74.07533)",,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3429719,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,13:00,BROOKLYN,11206,40.70115,-73.94013,"(40.70115, -73.94013)",,,811       FLUSHING AVENUE               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3421387,Box Truck,4 dr sedan,,,
04/01/2016,12:25,QUEENS,11417,40.681778,-73.83689,"(40.681778, -73.83689)",,,104-30    104 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3424572,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,16:30,QUEENS,11418,40.69685,-73.815544,"(40.69685, -73.815544)",ATLANTIC AVENUE                 ,134 STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3422333,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,16:18,MANHATTAN,10027,40.810093,-73.95309,"(40.810093, -73.95309)",WEST 124 STREET                 ,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3410148,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,14:05,MANHATTAN,10027,40.81273,-73.956764,"(40.81273, -73.956764)",,,1320      AMSTERDAM AVENUE              ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3410058,Station Wagon/Sport Utility Vehicle,van,,,
04/01/2016,18:00,BRONX,10472,40.831432,-73.87308,"(40.831432, -73.87308)",,,1284      METCALF AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3411887,4 dr sedan,,,,
04/01/2016,16:10,MANHATTAN,10001,40.752235,-73.99149,"(40.752235, -73.99149)",,,247       WEST 35 STREET                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3407308,Bike,Van,,,
04/01/2016,21:00,,,40.744156,-73.771805,"(40.744156, -73.771805)",Long Island Expy                ,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,3427453,Station Wagon/Sport Utility Vehicle,4 dr sedan,Station Wagon/Sport Utility Vehicle,,
04/01/2016,15:50,QUEENS,11356,40.78504,-73.8403,"(40.78504, -73.8403)",,,14-29     128 STREET                    ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3426332,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/01/2016,9:42,,,40.683918,-74.00655,"(40.683918, -74.00655)",Hugh L Carey Tunnel             ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3405338,PK,Sedan,,,
04/01/2016,16:00,,,40.66275,-73.77645,"(40.66275, -73.77645)",,,ROCKAWAY BOULEVARD                      ,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,,3423916,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
04/01/2016,5:50,,,40.725933,-73.90073,"(40.725933, -73.90073)",Long Island Expy                ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3425093,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,,,
04/01/2016,15:10,,,40.61239,-74.13296,"(40.61239, -74.13296)",,,2084      VICTORY BOULEVARD             ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3430104,Sedan,,,,
04/01/2016,19:00,,,40.833496,-73.86161,"(40.833496, -73.86161)",Cross Bronx Expy                ,,,0,0,0,0,0,0,0,0,80,Following Too Closely,,,,3411885,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
04/01/2016,17:15,MANHATTAN,10036,40.74026,-74.005875,"(40.74026, -74.005875)",9 AVENUE                        ,WEST 42 STREET,,4,0,0,0,0,0,4,0,Passing or Lane Usage Improper,Unspecified,,,,3407341,Bus,4 dr sedan,,,
04/01/2016,17:00,,,40.683502,-73.91152,"(40.683502, -73.91152)",,,BROADWAY                                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3420526,Box Truck,4 dr sedan,,,
04/01/2016,20:00,,,40.725933,-73.90073,"(40.725933, -73.90073)",Long Island Expy                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3427013,4 dr sedan,4 dr sedan,,,
04/01/2016,21:50,BROOKLYN,11216,40.685314,-73.95185,"(40.685314, -73.95185)",,,192       MONROE STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3420090,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,8:45,,,40.752106,-73.94424,"(40.752106, -73.94424)",,,21 STREET                               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3425669,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,1:41,BROOKLYN,11220,40.64163,-74.0032,"(40.64163, -74.0032)",,,4908      8th Ave                       ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3418031,4 dr sedan,Bike,,,
04/01/2016,5:46,BRONX,10460,40.839268,-73.888626,"(40.839268, -73.888626)",,,887       CROTONA PARK NORTH            ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3413669,4 dr sedan,,,,
04/01/2016,14:50,MANHATTAN,10013,40.718834,-74.00239,"(40.718834, -74.00239)",,,405       BROADWAY                      ,2,0,2,0,0,0,0,0,Backing Unsafely,,,,,3405335,4 dr sedan,,,,
04/01/2016,14:00,MANHATTAN,10001,40.7489,-73.984245,"(40.7489, -73.984245)",,,366       5 AVENUE                      ,0,0,0,0,0,0,0,0,Pavement Defective,Failure to Yield Right-of-Way,,,,3407310,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,15:45,,,40.684513,-73.909386,"(40.684513, -73.909386)",,,BUSHWICK AVENUE                         ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3420525,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,14:11,QUEENS,11419,40.68687,-73.82546,"(40.68687, -73.82546)",,,103-49    118 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3424583,4 dr sedan,4 dr sedan,,,
04/01/2016,15:30,QUEENS,11373,40.737156,-73.87941,"(40.737156, -73.87941)",QUEENS BOULEVARD                ,VANLOON STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3427011,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,19:00,,,40.888992,-73.8892,"(40.888992, -73.8892)",Major Deegan Expy               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3414026,4 dr sedan,2 dr sedan,,,
04/01/2016,22:13,,,40.811367,-73.95402,"(40.811367, -73.95402)",,,MORNINGSIDE AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3410060,4 dr sedan,4 dr sedan,,,
04/01/2016,22:00,,,40.854454,-73.919,"(40.854454, -73.919)",Major Deegan Expy               ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3414266,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,21:00,QUEENS,11416,40.684547,-73.86073,"(40.684547, -73.86073)",,,94-08     80 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3422337,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,12:00,,,40.81701,-73.9595,"(40.81701, -73.9595)",,,WEST 125 STREET                         ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3410059,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,8:15,QUEENS,11366,40.72845,-73.78351,"(40.72845, -73.78351)",,,185-15    UNION TURNPIKE                ,0,0,0,0,0,0,0,0,80,Unspecified,,,,3425096,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
04/01/2016,16:30,BROOKLYN,11216,40.683937,-73.954025,"(40.683937, -73.954025)",Bedford Ave                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3419530,4 dr sedan,4 dr sedan,,,
04/01/2016,10:45,STATEN ISLAND,10301,40.642048,-74.07533,"(40.642048, -74.07533)",,,1         RICHMOND TERRACE              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3429722,4 dr sedan,,,,
04/01/2016,7:15,,,40.619373,-74.1642,"(40.619373, -74.1642)",Staten Island Expy              ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3430094,Pick-up Truck,Pick-up Truck,4 dr sedan,4 dr sedan,
04/01/2016,9:10,,,40.83247,-73.838,"(40.83247, -73.838)",Hutchinson River Pkwy           ,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3412592,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,15:25,,,40.758022,-73.981804,"(40.758022, -73.981804)",,,WEST 47 STREET                          ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408230,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,11:30,MANHATTAN,10021,40.767117,-73.956505,"(40.767117, -73.956505)",EAST 71 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408694,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,17:50,QUEENS,11694,40.582767,-73.83503,"(40.582767, -73.83503)",,,112-15    BEACH CHANNEL DRIVE           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3421977,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,13:55,,,40.74759,-73.86854,"(40.74759, -73.86854)",,,JUNCTION BOULEVARD                      ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3427008,Station Wagon/Sport Utility Vehicle,TOWE,,,
04/01/2016,5:15,,,40.888992,-73.8892,"(40.888992, -73.8892)",Major Deegan Expy               ,,,1,0,0,0,0,0,1,0,Outside Car Distraction,,,,,3414040,Convertible,,,,
04/01/2016,7:55,,,40.89689,-73.86079,"(40.89689, -73.86079)",Bronx River Pkwy                ,,,2,0,0,0,0,0,2,0,Pavement Slippery,Driver Inattention/Distraction,Unspecified,,,3413670,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
04/01/2016,2:00,MANHATTAN,10003,40.724575,-73.990616,"(40.724575, -73.990616)",,,27        2 AVENUE                      ,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3406349,4 dr sedan,Garbage or Refuse,,,
04/01/2016,8:30,,,40.7509,-73.99812,"(40.7509, -73.99812)",,,WEST 30 STREET                          ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3406583,Flat Bed,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,10:00,MANHATTAN,10038,40.70767,-74.00311,"(40.70767, -74.00311)",BEEKMAN STREET                  ,WATER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405346,,,,,
04/01/2016,17:25,QUEENS,11434,40.68301,-73.768364,"(40.68301, -73.768364)",,,123-22    MERRICK BOULEVARD             ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3428369,2 dr sedan,4 dr sedan,,,
04/01/2016,22:50,MANHATTAN,10002,40.718525,-73.98536,"(40.718525, -73.98536)",,,90        CLINTON STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3406171,4 dr sedan,Sedan,,,
04/01/2016,16:00,BROOKLYN,11217,40.684498,-73.982735,"(40.684498, -73.982735)",,,272       DEAN STREET                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3420812,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/01/2016,18:40,QUEENS,11354,40.763584,-73.82811,"(40.763584, -73.82811)",,,36-04     UNION STREET                  ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3426336,4 dr sedan,,,,
04/01/2016,13:15,,,40.81722,-73.91924,"(40.81722, -73.91924)",,,COURTLANDT AVENUE                       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3411026,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,12:10,MANHATTAN,10021,40.767666,-73.955666,"(40.767666, -73.955666)",,,399       EAST 72 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408696,Pick-up Truck,4 dr sedan,,,
04/01/2016,6:45,BROOKLYN,11207,40.657864,-73.89227,"(40.657864, -73.89227)",LINDEN BOULEVARD                ,SHEFFIELD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3418844,Tractor Truck Diesel,4 dr sedan,,,
04/01/2016,16:00,QUEENS,11428,40.716072,-73.754555,"(40.716072, -73.754555)",,,93-25     207 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3423936,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,18:00,,,40.560394,-74.120056,"(40.560394, -74.120056)",,,HYLAN BOULEVARD                         ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3430553,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,20:45,MANHATTAN,10025,40.805225,-73.96224,"(40.805225, -73.96224)",,,1090      AMSTERDAM AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3410061,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,12:20,BROOKLYN,11221,40.68956,-73.92811,"(40.68956, -73.92811)",,,765       QUINCY STREET                 ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3420305,4 dr sedan,4 dr sedan,,,
04/01/2016,16:50,QUEENS,11420,40.66614,-73.82326,"(40.66614, -73.82326)",NORTH CONDUIT AVENUE            ,118 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3424584,Sedan,Sedan,,,
04/01/2016,17:30,,,40.619373,-74.1642,"(40.619373, -74.1642)",Staten Island Expy              ,,,2,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3430108,,,,,
04/01/2016,6:30,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,3427949,4 dr sedan,,,,
04/01/2016,14:45,BROOKLYN,11226,40.6473,-73.95988,"(40.6473, -73.95988)",,,2016      ALBEMARLE ROAD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3417422,2 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,12:45,QUEENS,11354,40.760094,-73.82669,"(40.760094, -73.82669)",BOWNE STREET                    ,ROOSEVELT AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3426328,4 dr sedan,,,,
04/01/2016,7:40,MANHATTAN,10013,40.722786,-74.00966,"(40.722786, -74.00966)",GREENWICH STREET                ,VESTRY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405428,Taxi,Taxi,,,
04/01/2016,8:40,QUEENS,11374,40.7324,-73.868034,"(40.7324, -73.868034)",,,92-29     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Passing Too Closely,,,,,3427948,4 dr sedan,Bus,,,
04/01/2016,10:00,BROOKLYN,11206,40.705032,-73.933235,"(40.705032, -73.933235)",,,43        BOGART STREET                 ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3421385,Pick-up Truck,4 dr sedan,,,
04/01/2016,20:15,MANHATTAN,10014,40.72992,-74.00493,"(40.72992, -74.00493)",,,10        7 AVENUE SOUTH                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3405963,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
04/01/2016,23:41,BROOKLYN,11226,40.648045,-73.960625,"(40.648045, -73.960625)",,,601       OCEAN AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3417385,4 dr sedan,4 dr sedan,,,
04/01/2016,14:25,BRONX,10462,40.835724,-73.847946,"(40.835724, -73.847946)",,,2300      WESTCHESTER AVENUE            ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3412595,Sedan,,,,
04/01/2016,16:00,,,40.620712,-73.95764,"(40.620712, -73.95764)",,,EAST 18 STREET                          ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3417383,4 dr sedan,4 dr sedan,,,
04/01/2016,6:30,,,40.67487,-74.00064,"(40.67487, -74.00064)",Gowanus Expy                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3419257,2 dr sedan,Pick-up Truck,4 dr sedan,,
04/01/2016,8:45,,,40.66662,-73.835464,"(40.66662, -73.835464)",Belt Pkwy                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3423910,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,21:00,MANHATTAN,10011,40.74175,-74.00313,"(40.74175, -74.00313)",,,357       WEST 16 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3406598,Carry All,Carry All,,,
04/01/2016,18:00,,,40.80499,-73.92017,"(40.80499, -73.92017)",Major Deegan Expy               ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3414025,4 dr sedan,4 dr sedan,,,
04/01/2016,16:30,,,40.74934,-73.93741,"(40.74934, -73.93741)",Queens Plaza N & 28 Street      ,28 Street,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3425677,4 dr sedan,4 dr sedan,,,
04/01/2016,19:10,MANHATTAN,10029,40.790623,-73.942444,"(40.790623, -73.942444)",2 AVENUE                        ,EAST 106 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3409453,Box Truck,4 dr sedan,,,
04/01/2016,0:00,MANHATTAN,10013,40.71826,-74.00068,"(40.71826, -74.00068)",,,113       LAFAYETTE STREET              ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3405723,Ambulance,4 dr sedan,,,
04/01/2016,5:20,,,40.619373,-74.1642,"(40.619373, -74.1642)",Staten Island Expy              ,,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,,3430545,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,17:00,MANHATTAN,10036,40.757618,-73.985825,"(40.757618, -73.985825)",,,1515      BROADWAY                      ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3407309,4 dr sedan,Armored Truck,,,
04/01/2016,20:00,,,40.67268,-73.953026,"(40.67268, -73.953026)",,,ROGERS AVENUE                           ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3419542,Van,4 dr sedan,,,
04/01/2016,17:30,BROOKLYN,11222,40.730736,-73.94865,"(40.730736, -73.94865)",,,278       GREENPOINT AVENUE             ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3421758,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,15:30,,,40.62178,-74.17347,"(40.62178, -74.17347)",Staten Island Expy              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3430101,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
04/01/2016,21:15,BROOKLYN,11238,40.670914,-73.9579,"(40.670914, -73.9579)",,,800       FRANKLIN AVENUE               ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3419533,4 dr sedan,4 dr sedan,,,
04/01/2016,22:30,MANHATTAN,10001,40.74758,-73.99033,"(40.74758, -73.99033)",,,115       WEST 30 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3407312,4 dr sedan,4 dr sedan,,,
04/01/2016,9:00,QUEENS,11377,40.73602,-73.9116,"(40.73602, -73.9116)",Brooklyn Queens Expy            ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3428904,4 dr sedan,4 dr sedan,4 dr sedan,,
04/01/2016,14:10,,,40.888992,-73.8892,"(40.888992, -73.8892)",Major Deegan Expy               ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3414022,Station Wagon/Sport Utility Vehicle,Concrete Mixer,,,
04/01/2016,11:00,QUEENS,11101,40.749695,-73.93618,"(40.749695, -73.93618)",QUEENS PLAZA NORTH              ,29 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3428901,Station Wagon/Sport Utility Vehicle,,,,
04/01/2016,23:00,QUEENS,11377,40.735462,-73.9019,"(40.735462, -73.9019)",,,51-03     64 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3425682,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,18:00,BROOKLYN,11221,40.697906,-73.9269,"(40.697906, -73.9269)",,,1260      MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3420527,4 dr sedan,,,,
04/01/2016,19:30,,,40.845432,-73.93658,"(40.845432, -73.93658)",,,SAINT NICHOLAS AVENUE                   ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3410571,Sedan,Sedan,,,
04/01/2016,18:50,,,40.626034,-73.98327,"(40.626034, -73.98327)",18 AVENUE                       ,53 STREET,,2,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3415990,4 dr sedan,Bike,,,
04/01/2016,7:28,BROOKLYN,11226,40.65423,-73.95957,"(40.65423, -73.95957)",,,761       FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Passing or Lane Usage Improper,,,,3417380,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
04/01/2016,12:55,BROOKLYN,11233,40.67999,-73.908455,"(40.67999, -73.908455)",,,49        STONE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3418376,2 dr sedan,2 dr sedan,,,
04/01/2016,7:56,BRONX,10451,40.813152,-73.92759,"(40.813152, -73.92759)",,,300       CANAL PLACE                   ,1,0,1,0,0,0,0,0,,,,,,3411023,4 dr sedan,,,,
04/01/2016,14:35,BRONX,10459,40.826397,-73.89031,"(40.826397, -73.89031)",,,1106      WEST FARMS ROAD               ,0,0,0,0,0,0,0,0,Passing Too Closely,Other Vehicular,,,,3411378,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
